funder-1  | 2025-04-16T11:42:14.548341456Z Error: error sending request for url (http://eth-node:8545/)
bundler-1         | 2025-04-16T11:43:30.471019643Z     body: {
bundler-1         | 2025-04-16T11:43:30.471023280Z       "method": "debug_bundler_clearState",
bundler-1         | 2025-04-16T11:43:30.471026235Z       "id": 263,
bundler-1         | 2025-04-16T11:43:30.471028259Z       "params": [],
bundler-1         | 2025-04-16T11:43:30.471030293Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:43:30.471032407Z     }
bundler-1         | 2025-04-16T11:43:30.471034431Z [11:43:30.333] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:43:30.471036765Z     reqId: "req-7d"
bundler-1         | 2025-04-16T11:43:30.471038829Z     body: {
bundler-1         | 2025-04-16T11:43:30.471040843Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:43:30.471045090Z       "id": 263,
bundler-1         | 2025-04-16T11:43:30.471048637Z       "result": "ok"
bundler-1         | 2025-04-16T11:43:30.471052194Z     }
bundler-1         | 2025-04-16T11:43:30.535040177Z [11:43:30.529] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:43:30.535065024Z     reqId: "req-7e"
bundler-1         | 2025-04-16T11:43:30.535079030Z     method: "POST"
bundler-1         | 2025-04-16T11:43:30.535083308Z     url: "/rpc"
bundler-1         | 2025-04-16T11:43:30.535086744Z     body: {
bundler-1         | 2025-04-16T11:43:30.535090561Z       "method": "eth_sendUserOperation",
bundler-1         | 2025-04-16T11:43:30.535093437Z       "id": 264,
bundler-1         | 2025-04-16T11:43:30.535097314Z       "params": [
bundler-1         | 2025-04-16T11:43:30.535101051Z         {
bundler-1         | 2025-04-16T11:43:30.535105099Z           "sender": "0x3fc3C6B2eF342204425933A1AF0E3fFf8aBF15f8",
bundler-1         | 2025-04-16T11:43:30.535108946Z           "nonce": "0x0",
bundler-1         | 2025-04-16T11:43:30.535112642Z           "callData": "0x",
bundler-1         | 2025-04-16T11:43:30.535116139Z           "callGasLimit": "0x493e0",
bundler-1         | 2025-04-16T11:43:30.535118513Z           "verificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:43:30.535120628Z           "preVerificationGas": "0x493e0",
bundler-1         | 2025-04-16T11:43:30.535122772Z           "maxFeePerGas": "0xee6b2800",
bundler-1         | 2025-04-16T11:43:30.535124885Z           "maxPriorityFeePerGas": "0xb2d05e00",
bundler-1         | 2025-04-16T11:43:30.535126989Z           "signature": "0x",
bundler-1         | 2025-04-16T11:43:30.535129083Z           "paymaster": "0xAC388655E522C835bae1585a86e9eD9c215AB521",
bundler-1         | 2025-04-16T11:43:30.535147688Z           "paymasterData": "0x43414c4c3a3e65787465726e616c5f73746f726167655f7772697465",
bundler-1         | 2025-04-16T11:43:30.535151625Z           "paymasterVerificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:43:30.535154981Z           "paymasterPostOpGasLimit": "0x186a0"
bundler-1         | 2025-04-16T11:43:30.535158278Z         },
bundler-1         | 2025-04-16T11:43:30.535161604Z         "0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108"
bundler-1         | 2025-04-16T11:43:30.535164890Z       ],
bundler-1         | 2025-04-16T11:43:30.535168286Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:43:30.535171633Z     }
bundler-1         | 2025-04-16T11:43:30.535207111Z [11:43:30.530] [34mDEBUG[39m (1): [36mValidating user op before sending to mempool...[39m
bundler-1         | 2025-04-16T11:43:31.560905949Z [11:43:31.186] [31mERROR[39m (1): [36mpaymaster has forbidden read from 0xe3aa6d9e1ad06f4fa2b36500443c6565e1e98bd5 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39[39m
bundler-1         | 2025-04-16T11:43:31.560941776Z     err: {
bundler-1         | 2025-04-16T11:43:31.560947928Z       "type": "RpcError",
bundler-1         | 2025-04-16T11:43:31.560952727Z       "message": "paymaster has forbidden read from 0xe3aa6d9e1ad06f4fa2b36500443c6565e1e98bd5 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39",
bundler-1         | 2025-04-16T11:43:31.560958267Z       "stack":
bundler-1         | 2025-04-16T11:43:31.560962906Z           Error: paymaster has forbidden read from 0xe3aa6d9e1ad06f4fa2b36500443c6565e1e98bd5 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39
bundler-1         | 2025-04-16T11:43:31.560968085Z               at SafeValidationService.validateOpcodesAndStake (file:///usr/app/packages/executor/lib/services/UserOpValidation/validators/safe.js:250:35)
bundler-1         | 2025-04-16T11:43:31.560973185Z               at SafeValidationService.validateSafely (file:///usr/app/packages/executor/lib/services/UserOpValidation/validators/safe.js:77:45)
bundler-1         | 2025-04-16T11:43:31.560978535Z               at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
bundler-1         | 2025-04-16T11:43:31.560983164Z               at async UserOpValidationService.simulateValidation (file:///usr/app/packages/executor/lib/services/UserOpValidation/service.js:32:16)
bundler-1         | 2025-04-16T11:43:31.560987983Z               at async Eth.sendUserOperation (file:///usr/app/packages/executor/lib/modules/eth.js:70:34)
bundler-1         | 2025-04-16T11:43:31.560992601Z               at async EthAPI.sendUserOperation (file:///usr/app/packages/api/lib/modules/eth.js:20:16)
bundler-1         | 2025-04-16T11:43:31.560997380Z               at async ApiApp.handleRpcRequest (file:///usr/app/packages/api/lib/app.js:201:30)
bundler-1         | 2025-04-16T11:43:31.561002079Z               at async Object.<anonymous> (file:///usr/app/packages/api/lib/app.js:41:28)
bundler-1         | 2025-04-16T11:43:31.561006948Z       "code": -32502,
bundler-1         | 2025-04-16T11:43:31.561011306Z       "data": {
bundler-1         | 2025-04-16T11:43:31.561015975Z         "paymaster": "0xAC388655E522C835bae1585a86e9eD9c215AB521"
bundler-1         | 2025-04-16T11:43:31.561021115Z       }
bundler-1         | 2025-04-16T11:43:31.561025473Z     }
bundler-1         | 2025-04-16T11:43:31.561515144Z [11:43:31.187] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:43:31.561525754Z     reqId: "req-7e"
bundler-1         | 2025-04-16T11:43:31.561531013Z     body: {
bundler-1         | 2025-04-16T11:43:31.561536023Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:43:31.561540571Z       "id": 264,
bundler-1         | 2025-04-16T11:43:31.561543246Z       "error": {
bundler-1         | 2025-04-16T11:43:31.561545951Z         "message": "paymaster has forbidden read from 0xe3aa6d9e1ad06f4fa2b36500443c6565e1e98bd5 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39",
bundler-1         | 2025-04-16T11:43:31.561549077Z         "data": {
bundler-1         | 2025-04-16T11:43:31.561551722Z           "paymaster": "0xAC388655E522C835bae1585a86e9eD9c215AB521"
bundler-1         | 2025-04-16T11:43:31.561554557Z         },
bundler-1         | 2025-04-16T11:43:31.561557102Z         "code": -32502
bundler-1         | 2025-04-16T11:43:31.561561240Z       }
bundler-1         | 2025-04-16T11:43:31.561565528Z     }
bundler-1         | 2025-04-16T11:43:31.561570207Z [11:43:31.190] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:43:31.561574966Z     reqId: "req-7f"
bundler-1         | 2025-04-16T11:43:31.561579314Z     method: "POST"
bundler-1         | 2025-04-16T11:43:31.561583762Z     url: "/rpc"
bundler-1         | 2025-04-16T11:43:31.561586978Z     body: {
bundler-1         | 2025-04-16T11:43:31.561589563Z       "method": "debug_bundler_clearState",
bundler-1         | 2025-04-16T11:43:31.561592338Z       "id": 265,
bundler-1         | 2025-04-16T11:43:31.561595313Z       "params": [],
bundler-1         | 2025-04-16T11:43:31.561597317Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:43:31.561599431Z     }
bundler-1         | 2025-04-16T11:43:31.561601485Z [11:43:31.191] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:43:31.561603659Z     reqId: "req-7f"
bundler-1         | 2025-04-16T11:43:31.561605733Z     body: {
bundler-1         | 2025-04-16T11:43:31.561607697Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:43:31.561609751Z       "id": 265,
bundler-1         | 2025-04-16T11:43:31.561611754Z       "result": "ok"
bundler-1         | 2025-04-16T11:43:31.561613798Z     }
bundler-1         | 2025-04-16T11:43:31.561615742Z [11:43:31.381] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:43:31.561617886Z     reqId: "req-7g"
bundler-1         | 2025-04-16T11:43:31.561619869Z     method: "POST"
bundler-1         | 2025-04-16T11:43:31.561621923Z     url: "/rpc"
bundler-1         | 2025-04-16T11:43:31.561623917Z     body: {
bundler-1         | 2025-04-16T11:43:31.561626091Z       "method": "eth_sendUserOperation",
bundler-1         | 2025-04-16T11:43:31.561628315Z       "id": 266,
bundler-1         | 2025-04-16T11:43:31.561630389Z       "params": [
bundler-1         | 2025-04-16T11:43:31.561632443Z         {
bundler-1         | 2025-04-16T11:43:31.561634466Z           "sender": "0x735201923FD22b091eD3c2d88f5f8c28074866f8",
bundler-1         | 2025-04-16T11:43:31.561636661Z           "nonce": "0x0",
bundler-1         | 2025-04-16T11:43:31.561647661Z           "callData": "0x",
bundler-1         | 2025-04-16T11:43:31.561651799Z           "callGasLimit": "0x493e0",
bundler-1         | 2025-04-16T11:43:31.561661898Z           "verificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:43:31.561665645Z           "preVerificationGas": "0x493e0",
bundler-1         | 2025-04-16T11:43:31.561669422Z           "maxFeePerGas": "0xee6b2800",
bundler-1         | 2025-04-16T11:43:31.561672157Z           "maxPriorityFeePerGas": "0xb2d05e00",
bundler-1         | 2025-04-16T11:43:31.561674251Z           "signature": "0x",
bundler-1         | 2025-04-16T11:43:31.561676335Z           "paymaster": "0x22f7B18C6EBa0574DBaE5132f0AcC34F5Cee15DC",
bundler-1         | 2025-04-16T11:43:31.561678539Z           "paymasterData": "0x44454c454741544543414c4c3a3e65787465726e616c5f73746f726167655f7772697465",
bundler-1         | 2025-04-16T11:43:31.561680733Z           "paymasterVerificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:43:31.561682917Z           "paymasterPostOpGasLimit": "0x186a0"
bundler-1         | 2025-04-16T11:43:31.561685031Z         },
bundler-1         | 2025-04-16T11:43:31.561687015Z         "0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108"
bundler-1         | 2025-04-16T11:43:31.561689159Z       ],
bundler-1         | 2025-04-16T11:43:31.561691163Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:43:31.561693276Z     }
bundler-1         | 2025-04-16T11:43:31.561695320Z [11:43:31.382] [34mDEBUG[39m (1): [36mValidating user op before sending to mempool...[39m
bundler-1         | 2025-04-16T11:43:32.586460360Z [11:43:32.133] [31mERROR[39m (1): [36mpaymaster has forbidden read from 0xb18b8b4e9a970b698ddc3d7461b737d4f4d9d819 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39[39m
bundler-1         | 2025-04-16T11:43:32.586491699Z     err: {
bundler-1         | 2025-04-16T11:43:32.586496548Z       "type": "RpcError",
bundler-1         | 2025-04-16T11:43:32.586500706Z       "message": "paymaster has forbidden read from 0xb18b8b4e9a970b698ddc3d7461b737d4f4d9d819 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39",
bundler-1         | 2025-04-16T11:43:32.586504854Z       "stack":
bundler-1         | 2025-04-16T11:43:32.586508530Z           Error: paymaster has forbidden read from 0xb18b8b4e9a970b698ddc3d7461b737d4f4d9d819 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39
bundler-1         | 2025-04-16T11:43:32.586512949Z               at SafeValidationService.validateOpcodesAndStake (file:///usr/app/packages/executor/lib/services/UserOpValidation/validators/safe.js:250:35)
bundler-1         | 2025-04-16T11:43:32.586517137Z               at SafeValidationService.validateSafely (file:///usr/app/packages/executor/lib/services/UserOpValidation/validators/safe.js:77:45)
bundler-1         | 2025-04-16T11:43:32.586520944Z               at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
bundler-1         | 2025-04-16T11:43:32.586524530Z               at async UserOpValidationService.simulateValidation (file:///usr/app/packages/executor/lib/services/UserOpValidation/service.js:32:16)
bundler-1         | 2025-04-16T11:43:32.586528467Z               at async Eth.sendUserOperation (file:///usr/app/packages/executor/lib/modules/eth.js:70:34)
bundler-1         | 2025-04-16T11:43:32.586548605Z               at async EthAPI.sendUserOperation (file:///usr/app/packages/api/lib/modules/eth.js:20:16)
bundler-1         | 2025-04-16T11:43:32.586552823Z               at async ApiApp.handleRpcRequest (file:///usr/app/packages/api/lib/app.js:201:30)
bundler-1         | 2025-04-16T11:43:32.586556319Z               at async Object.<anonymous> (file:///usr/app/packages/api/lib/app.js:41:28)
bundler-1         | 2025-04-16T11:43:32.586560538Z       "code": -32502,
bundler-1         | 2025-04-16T11:43:32.586564365Z       "data": {
bundler-1         | 2025-04-16T11:43:32.586567881Z         "paymaster": "0x22f7B18C6EBa0574DBaE5132f0AcC34F5Cee15DC"
bundler-1         | 2025-04-16T11:43:32.586571788Z       }
bundler-1         | 2025-04-16T11:43:32.586575205Z     }
bundler-1         | 2025-04-16T11:43:32.587096157Z [11:43:32.133] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:43:32.587109813Z     reqId: "req-7g"
bundler-1         | 2025-04-16T11:43:32.587113239Z     body: {
bundler-1         | 2025-04-16T11:43:32.587115483Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:43:32.587117737Z       "id": 266,
bundler-1         | 2025-04-16T11:43:32.587119891Z       "error": {
bundler-1         | 2025-04-16T11:43:32.587122005Z         "message": "paymaster has forbidden read from 0xb18b8b4e9a970b698ddc3d7461b737d4f4d9d819 slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39",
bundler-1         | 2025-04-16T11:43:32.587124450Z         "data": {
bundler-1         | 2025-04-16T11:43:32.587126594Z           "paymaster": "0x22f7B18C6EBa0574DBaE5132f0AcC34F5Cee15DC"
bundler-1         | 2025-04-16T11:43:32.587128868Z         },
bundler-1         | 2025-04-16T11:43:32.587130922Z         "code": -32502
bundler-1         | 2025-04-16T11:43:32.587133056Z       }
bundler-1         | 2025-04-16T11:43:32.587135050Z     }
bundler-1         | 2025-04-16T11:43:32.587137084Z [11:43:32.137] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:43:32.587139348Z     reqId: "req-7h"
bundler-1         | 2025-04-16T11:43:32.587141392Z     method: "POST"
bundler-1         | 2025-04-16T11:43:32.587143415Z     url: "/rpc"
bundler-1         | 2025-04-16T11:43:32.587145399Z     body: {
bundler-1         | 2025-04-16T11:43:32.587147403Z       "method": "debug_bundler_clearState",
bundler-1         | 2025-04-16T11:43:32.587149637Z       "id": 267,
bundler-1         | 2025-04-16T11:43:32.587151741Z       "params": [],
bundler-1         | 2025-04-16T11:43:32.587153755Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:43:32.587155859Z     }
bundler-1         | 2025-04-16T11:43:32.587157812Z [11:43:32.137] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:43:32.587160267Z     reqId: "req-7h"
bundler-1         | 2025-04-16T11:43:32.587162371Z     body: {
bundler-1         | 2025-04-16T11:43:32.587164755Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:43:32.587167029Z       "id": 267,
bundler-1         | 2025-04-16T11:43:32.587170686Z       "result": "ok"
bundler-1         | 2025-04-16T11:43:32.587174553Z     }
bundler-1         | 2025-04-16T11:43:32.587178260Z [11:43:32.331] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:43:32.587191946Z     reqId: "req-7i"
bundler-1         | 2025-04-16T11:43:32.587195813Z     method: "POST"
bundler-1         | 2025-04-16T11:43:32.587198378Z     url: "/rpc"
bundler-1         | 2025-04-16T11:43:32.587200442Z     body: {
bundler-1         | 2025-04-16T11:43:32.587202475Z       "method": "eth_sendUserOperation",
bundler-1         | 2025-04-16T11:43:32.587204670Z       "id": 268,
bundler-1         | 2025-04-16T11:43:32.587206693Z       "params": [
bundler-1         | 2025-04-16T11:43:32.587208747Z         {
bundler-1         | 2025-04-16T11:43:32.587210751Z           "sender": "0x486cF2C9bAD41Bfca0552384277d56D3E0515c88",
bundler-1         | 2025-04-16T11:43:32.587212895Z           "nonce": "0x0",
bundler-1         | 2025-04-16T11:43:32.587214939Z           "callData": "0x",
bundler-1         | 2025-04-16T11:43:32.587217053Z           "callGasLimit": "0x493e0",
bundler-1         | 2025-04-16T11:43:32.587219187Z           "verificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:43:32.587221311Z           "preVerificationGas": "0x493e0",
bundler-1         | 2025-04-16T11:43:32.587223365Z           "maxFeePerGas": "0xee6b2800",
bundler-1         | 2025-04-16T11:43:32.587225438Z           "maxPriorityFeePerGas": "0xb2d05e00",
bundler-1         | 2025-04-16T11:43:32.587227512Z           "signature": "0x",
bundler-1         | 2025-04-16T11:43:32.587229576Z           "paymaster": "0xA29CCb8268D2a4e64356860DA70582Afd2Fd7C65",
bundler-1         | 2025-04-16T11:43:32.587231710Z           "paymasterData": "0x65787465726e616c5f73746f726167655f72656164",
bundler-1         | 2025-04-16T11:43:32.587233874Z           "paymasterVerificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:43:32.587235958Z           "paymasterPostOpGasLimit": "0x186a0"
bundler-1         | 2025-04-16T11:43:32.587238002Z         },
bundler-1         | 2025-04-16T11:43:32.587239965Z         "0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108"
bundler-1         | 2025-04-16T11:43:32.587242059Z       ],
bundler-1         | 2025-04-16T11:43:32.587244033Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:43:32.587246107Z     }
bundler-1         | 2025-04-16T11:43:32.587248101Z [11:43:32.332] [34mDEBUG[39m (1): [36mValidating user op before sending to mempool...[39m
bundler-1         | 2025-04-16T11:43:32.843455503Z [11:43:32.762] [34mDEBUG[39m (1): [36mOpcode validation successful. Trying saving in mempool...[39m
bundler-1         | 2025-04-16T11:43:32.844293086Z [11:43:32.767] [34mDEBUG[39m (1): [36mMempool: User op added[39m
bundler-1         | 2025-04-16T11:43:32.844303306Z [11:43:32.767] [34mDEBUG[39m (1): [36mSaved in mempool[39m
bundler-1         | 2025-04-16T11:43:32.844309577Z [11:43:32.767] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:43:32.844313775Z     reqId: "req-7i"
bundler-1         | 2025-04-16T11:43:32.844317191Z     body: {
bundler-1         | 2025-04-16T11:43:32.844320498Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:43:32.844324024Z       "id": 268,
bundler-1         | 2025-04-16T11:43:32.844327380Z       "result": "0xda54fcdd964655588e0943466df83c8dd03a36acf4507e6306314e96b9325d0d"
bundler-1         | 2025-04-16T11:43:32.844344893Z     }
bundler-1         | 2025-04-16T11:43:32.844348941Z [11:43:32.770] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:43:32.844352858Z     reqId: "req-7j"
bundler-1         | 2025-04-16T11:43:32.844356635Z     method: "POST"
bundler-1         | 2025-04-16T11:43:32.844360572Z     url: "/rpc"
bundler-1         | 2025-04-16T11:43:32.844363358Z     body: {
bundler-1         | 2025-04-16T11:43:32.844365431Z       "method": "debug_bundler_clearState",
bundler-1         | 2025-04-16T11:43:32.844367806Z       "id": 269,
bundler-1         | 2025-04-16T11:43:32.844369830Z       "params": [],
bundler-1         | 2025-04-16T11:43:32.844371883Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:43:32.844374118Z     }
bundler-1         | 2025-04-16T11:43:32.844376101Z [11:43:32.770] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:43:32.844378295Z     reqId: "req-7j"
bundler-1         | 2025-04-16T11:43:32.844380369Z     body: {
bundler-1         | 2025-04-16T11:43:32.844382303Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:43:32.844384327Z       "id": 269,
bundler-1         | 2025-04-16T11:43:32.844386341Z       "result": "ok"
bundler-1         | 2025-04-16T11:43:32.844388374Z     }
bundler-1         | 2025-04-16T11:43:32.972431527Z [11:43:32.968] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:43:32.972459670Z     reqId: "req-7k"
bundler-1         | 2025-04-16T11:43:32.972464940Z     method: "POST"
bundler-1         | 2025-04-16T11:43:32.972468637Z     url: "/rpc"
bundler-1         | 2025-04-16T11:43:32.972472213Z     body: {
bundler-1         | 2025-04-16T11:43:32.972475700Z       "method": "eth_sendUserOperation",
bundler-1         | 2025-04-16T11:43:32.972480158Z       "id": 270,
bundler-1         | 2025-04-16T11:43:32.972483685Z       "params": [
bundler-1         | 2025-04-16T11:43:32.972487301Z         {
bundler-1         | 2025-04-16T11:43:32.972490497Z           "sender": "0x9a6d39CB3b78FD7442bE8E9a541db0a4F038ae45",
bundler-1         | 2025-04-16T11:43:32.972494545Z           "nonce": "0x0",
bundler-1         | 2025-04-16T11:43:32.972498021Z           "callData": "0x",
bundler-1         | 2025-04-16T11:43:32.972501518Z           "callGasLimit": "0x493e0",
bundler-1         | 2025-04-16T11:43:32.972505245Z           "verificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:43:32.972508741Z           "preVerificationGas": "0x493e0",
bundler-1         | 2025-04-16T11:43:32.972512288Z           "maxFeePerGas": "0xee6b2800",
bundler-1         | 2025-04-16T11:43:32.972523509Z           "maxPriorityFeePerGas": "0xb2d05e00",
bundler-1         | 2025-04-16T11:43:32.972527316Z           "signature": "0x",
bundler-1         | 2025-04-16T11:43:32.972530622Z           "paymaster": "0xA9953558937D8F21c08d4cA5B2cFb39e6730898E",
bundler-1         | 2025-04-16T11:43:32.972534289Z           "paymasterData": "0x43414c4c3a3e65787465726e616c5f73746f726167655f72656164",
bundler-1         | 2025-04-16T11:43:32.972537916Z           "paymasterVerificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:43:32.972566970Z           "paymasterPostOpGasLimit": "0x186a0"
bundler-1         | 2025-04-16T11:43:32.972572500Z         },
bundler-1         | 2025-04-16T11:43:32.972576328Z         "0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108"
bundler-1         | 2025-04-16T11:43:32.972579784Z       ],
bundler-1         | 2025-04-16T11:43:32.972583451Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:43:32.972587007Z     }
bundler-1         | 2025-04-16T11:43:32.972592518Z [11:43:32.969] [34mDEBUG[39m (1): [36mValidating user op before sending to mempool...[39m
bundler-1         | 2025-04-16T11:43:33.997890713Z [11:43:33.649] [34mDEBUG[39m (1): [36mOpcode validation successful. Trying saving in mempool...[39m
bundler-1         | 2025-04-16T11:43:33.998594414Z [11:43:33.654] [34mDEBUG[39m (1): [36mMempool: User op added[39m
bundler-1         | 2025-04-16T11:43:33.998601748Z [11:43:33.654] [34mDEBUG[39m (1): [36mSaved in mempool[39m
bundler-1         | 2025-04-16T11:43:33.998604683Z [11:43:33.654] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:43:33.998607358Z     reqId: "req-7k"
bundler-1         | 2025-04-16T11:43:33.998609532Z     body: {
bundler-1         | 2025-04-16T11:43:33.998611706Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:43:33.998613971Z       "id": 270,
bundler-1         | 2025-04-16T11:43:33.998616144Z       "result": "0xaf51f6b0edd97b10bcb3cbb6ee5f1eb5cb2a6f28f4194c5b15201f694308d96a"
bundler-1         | 2025-04-16T11:43:33.998618409Z     }
bundler-1         | 2025-04-16T11:43:33.998620383Z [11:43:33.657] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:43:33.998622707Z     reqId: "req-7l"
bundler-1         | 2025-04-16T11:43:33.998624811Z     method: "POST"
bundler-1         | 2025-04-16T11:43:33.998626844Z     url: "/rpc"
bundler-1         | 2025-04-16T11:43:33.998628808Z     body: {
bundler-1         | 2025-04-16T11:43:33.998630832Z       "method": "debug_bundler_clearState",
bundler-1         | 2025-04-16T11:43:33.998633026Z       "id": 271,
bundler-1         | 2025-04-16T11:43:33.998635040Z       "params": [],
bundler-1         | 2025-04-16T11:43:33.998637063Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:43:33.998640510Z     }
bundler-1         | 2025-04-16T11:43:33.998644087Z [11:43:33.658] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:43:33.998647874Z     reqId: "req-7l"
bundler-1         | 2025-04-16T11:43:33.998651490Z     body: {
bundler-1         | 2025-04-16T11:43:33.998655328Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:43:33.998659175Z       "id": 271,
bundler-1         | 2025-04-16T11:43:33.998662381Z       "result": "ok"
bundler-1         | 2025-04-16T11:43:33.998666418Z     }
bundler-1         | 2025-04-16T11:43:33.998669494Z [11:43:33.849] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:43:33.998672670Z     reqId: "req-7m"
bundler-1         | 2025-04-16T11:43:33.998675145Z     method: "POST"
bundler-1         | 2025-04-16T11:43:33.998677509Z     url: "/rpc"
bundler-1         | 2025-04-16T11:43:33.998692217Z     body: {
bundler-1         | 2025-04-16T11:43:33.998694441Z       "method": "eth_sendUserOperation",
bundler-1         | 2025-04-16T11:43:33.998696555Z       "id": 272,
bundler-1         | 2025-04-16T11:43:33.998698528Z       "params": [
bundler-1         | 2025-04-16T11:43:33.998700542Z         {
bundler-1         | 2025-04-16T11:43:33.998702586Z           "sender": "0x2d18b24b5e5bcC705b7093c2cFb44899dAAB5fa9",
bundler-1         | 2025-04-16T11:43:33.998704740Z           "nonce": "0x0",
bundler-1         | 2025-04-16T11:43:33.998706814Z           "callData": "0x",
bundler-1         | 2025-04-16T11:43:33.998708908Z           "callGasLimit": "0x493e0",
bundler-1         | 2025-04-16T11:43:33.998711012Z           "verificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:43:33.998713105Z           "preVerificationGas": "0x493e0",
bundler-1         | 2025-04-16T11:43:33.998715139Z           "maxFeePerGas": "0xee6b2800",
bundler-1         | 2025-04-16T11:43:33.998717203Z           "maxPriorityFeePerGas": "0xb2d05e00",
bundler-1         | 2025-04-16T11:43:33.998732632Z           "signature": "0x",
bundler-1         | 2025-04-16T11:43:33.998738693Z           "paymaster": "0xbfDadf6b172dd86C53E6D5D6A09fB07a8a398A15",
bundler-1         | 2025-04-16T11:43:33.998740908Z           "paymasterData": "0x44454c454741544543414c4c3a3e65787465726e616c5f73746f726167655f72656164",
bundler-1         | 2025-04-16T11:43:33.998743121Z           "paymasterVerificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:43:33.998745196Z           "paymasterPostOpGasLimit": "0x186a0"
bundler-1         | 2025-04-16T11:43:33.998747269Z         },
bundler-1         | 2025-04-16T11:43:33.998749233Z         "0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108"
bundler-1         | 2025-04-16T11:43:33.998751287Z       ],
bundler-1         | 2025-04-16T11:43:33.998753311Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:43:33.998755364Z     }
