deployer-1  | 2025-06-03T07:51:02.254719367Z Deploying entrypoint at 0x4337084d9e255ff0702461cf8895ce9e3b5ff108
bundler-1         | 2025-06-03T07:51:07.295338241Z Jun 03 07:51:07.03 DEBUG response: [{'sender': '0x335c612A9b423EC734A7A466a2a874502039a25b', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2025-06-03T07:51:07.295606274Z Jun 03 07:51:07.03 INFO 172.18.0.1 "POST /rpc" done in 940.044μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:3
bundler-1         | 2025-06-03T07:51:07.297323264Z Jun 03 07:51:07.03 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x335c612A9b423EC734A7A466a2a874502039a25b', 'nonce': '0x0', 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000002', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x4190ab00', 'signature': '0x'}, '0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 4)
bundler-1         | 2025-06-03T07:51:07.417666540Z Jun 03 07:51:07.03 WARNING 172.18.0.1 "POST /rpc" done in 120.31ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:4 - error code:-32602 - error message:invalid UserOperation struct/fields
bundler-1         | 2025-06-03T07:51:07.419792242Z Jun 03 07:51:07.03 DEBUG request: ('debug_bundler_dumpMempool', ['0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 5)
bundler-1         | 2025-06-03T07:51:07.420412229Z Jun 03 07:51:07.03 DEBUG response: [{'sender': '0x335c612A9b423EC734A7A466a2a874502039a25b', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2025-06-03T07:51:07.420662334Z Jun 03 07:51:07.03 INFO 172.18.0.1 "POST /rpc" done in 930.075μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:5
bundler-1         | 2025-06-03T07:51:07.423509327Z Jun 03 07:51:07.03 DEBUG request: ('debug_bundler_clearState', [], 6)
bundler-1         | 2025-06-03T07:51:07.424067869Z Jun 03 07:51:07.03 DEBUG response: ok
bundler-1         | 2025-06-03T07:51:07.424267185Z Jun 03 07:51:07.03 INFO 172.18.0.1 "POST /rpc" done in 791.727μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:6
bundler-1         | 2025-06-03T07:51:07.425907445Z Jun 03 07:51:07.03 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 7)
bundler-1         | 2025-06-03T07:51:07.426420262Z Jun 03 07:51:07.03 DEBUG response: OK
bundler-1         | 2025-06-03T07:51:07.426640802Z Jun 03 07:51:07.03 INFO 172.18.0.1 "POST /rpc" done in 748.356μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:7
bundler-1         | 2025-06-03T07:51:07.485183090Z Jun 03 07:51:07.03 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x8455C71511CB79324A27F2d9E722939267c35682', 'nonce': '0x0', 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'signature': '0x'}, '0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 8)
bundler-1         | 2025-06-03T07:51:07.606446429Z Jun 03 07:51:07.03 DEBUG response: 0xa7f00e7b62fba3dad1cffe091bd78193c66354f6a2b94453641b4b58aa9845b3
bundler-1         | 2025-06-03T07:51:07.606687617Z Jun 03 07:51:07.03 INFO 172.18.0.1 "POST /rpc" done in 121.655ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:8
bundler-1         | 2025-06-03T07:51:07.608843589Z Jun 03 07:51:07.03 DEBUG request: ('debug_bundler_dumpMempool', ['0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 9)
bundler-1         | 2025-06-03T07:51:07.609445913Z Jun 03 07:51:07.03 DEBUG response: [{'sender': '0x8455C71511CB79324A27F2d9E722939267c35682', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2025-06-03T07:51:07.609731427Z Jun 03 07:51:07.03 INFO 172.18.0.1 "POST /rpc" done in 921.389μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:9
bundler-1         | 2025-06-03T07:51:07.611452586Z Jun 03 07:51:07.03 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x8455C71511CB79324A27F2d9E722939267c35682', 'nonce': '0x0', 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000002', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x147d35700', 'maxPriorityFeePerGas': '0x3b9aca00', 'signature': '0x'}, '0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 10)
bundler-1         | 2025-06-03T07:51:07.732461686Z Jun 03 07:51:07.03 WARNING 172.18.0.1 "POST /rpc" done in 120.957ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:10 - error code:-32602 - error message:invalid UserOperation struct/fields
bundler-1         | 2025-06-03T07:51:07.734502739Z Jun 03 07:51:07.03 DEBUG request: ('debug_bundler_dumpMempool', ['0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 11)
bundler-1         | 2025-06-03T07:51:07.735138545Z Jun 03 07:51:07.03 DEBUG response: [{'sender': '0x8455C71511CB79324A27F2d9E722939267c35682', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2025-06-03T07:51:07.735391508Z Jun 03 07:51:07.03 INFO 172.18.0.1 "POST /rpc" done in 925.416μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:11
bundler-1         | 2025-06-03T07:51:07.738198523Z Jun 03 07:51:07.03 DEBUG request: ('debug_bundler_clearState', [], 12)
bundler-1         | 2025-06-03T07:51:07.738735896Z Jun 03 07:51:07.03 DEBUG response: ok
bundler-1         | 2025-06-03T07:51:07.738951900Z Jun 03 07:51:07.03 INFO 172.18.0.1 "POST /rpc" done in 765.728μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:12
bundler-1         | 2025-06-03T07:51:07.740592950Z Jun 03 07:51:07.03 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 13)
bundler-1         | 2025-06-03T07:51:07.741162543Z Jun 03 07:51:07.03 DEBUG response: OK
bundler-1         | 2025-06-03T07:51:07.741377140Z Jun 03 07:51:07.03 INFO 172.18.0.1 "POST /rpc" done in 806.084μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:13
bundler-1         | 2025-06-03T07:51:07.779469680Z Jun 03 07:51:07.03 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x048D9131547d794d069122EB29c51F0a3dFEFEcd', 'nonce': '0x0', 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'signature': '0x'}, '0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 14)
bundler-1         | 2025-06-03T07:51:07.899303067Z Jun 03 07:51:07.03 DEBUG response: 0x19264e16eafad98d0d232a0d37ed3545759a3449bcf2d43cc9c218cd027f33b3
bundler-1         | 2025-06-03T07:51:07.899557701Z Jun 03 07:51:07.03 INFO 172.18.0.1 "POST /rpc" done in 120.148ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:14
bundler-1         | 2025-06-03T07:51:07.901669098Z Jun 03 07:51:07.03 DEBUG request: ('debug_bundler_dumpMempool', ['0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 15)
bundler-1         | 2025-06-03T07:51:07.902284207Z Jun 03 07:51:07.03 DEBUG response: [{'sender': '0x048D9131547d794d069122EB29c51F0a3dFEFEcd', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2025-06-03T07:51:07.902545061Z Jun 03 07:51:07.03 INFO 172.18.0.1 "POST /rpc" done in 899.688μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:15
bundler-1         | 2025-06-03T07:51:07.904320924Z Jun 03 07:51:07.03 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x048D9131547d794d069122EB29c51F0a3dFEFEcd', 'nonce': '0x0', 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000002', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'signature': '0x'}, '0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 16)
bundler-1         | 2025-06-03T07:51:08.024731309Z Jun 03 07:51:08.03 WARNING 172.18.0.1 "POST /rpc" done in 120.348ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:16 - error code:-32602 - error message:invalid UserOperation struct/fields
bundler-1         | 2025-06-03T07:51:08.026883251Z Jun 03 07:51:08.03 DEBUG request: ('debug_bundler_dumpMempool', ['0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 17)
bundler-1         | 2025-06-03T07:51:08.027491856Z Jun 03 07:51:08.03 DEBUG response: [{'sender': '0x048D9131547d794d069122EB29c51F0a3dFEFEcd', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2025-06-03T07:51:08.027745714Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 922.56μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:17
bundler-1         | 2025-06-03T07:51:08.030552154Z Jun 03 07:51:08.03 DEBUG request: ('debug_bundler_clearState', [], 18)
bundler-1         | 2025-06-03T07:51:08.031101129Z Jun 03 07:51:08.03 DEBUG response: ok
bundler-1         | 2025-06-03T07:51:08.031298320Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 776.218μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:18
bundler-1         | 2025-06-03T07:51:08.032946850Z Jun 03 07:51:08.03 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 19)
bundler-1         | 2025-06-03T07:51:08.033465647Z Jun 03 07:51:08.03 DEBUG response: OK
bundler-1         | 2025-06-03T07:51:08.033712082Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 763.033μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:19
bundler-1         | 2025-06-03T07:51:08.073923271Z Jun 03 07:51:08.03 DEBUG request: ('eth_sendUserOperation', [{'sender': '0xBb385f0Dacbf5d2677DaE4f859130e4d5d30546E', 'nonce': '0x0', 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'signature': '0x'}, '0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 20)
bundler-1         | 2025-06-03T07:51:08.195341070Z Jun 03 07:51:08.03 DEBUG response: 0x42b7003b2831c5e94469497d49742c0e73e791f095341c1bd5ce86dbb2ae8d14
bundler-1         | 2025-06-03T07:51:08.195579834Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 121.787ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:20
bundler-1         | 2025-06-03T07:51:08.197772234Z Jun 03 07:51:08.03 DEBUG request: ('debug_bundler_dumpMempool', ['0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 21)
bundler-1         | 2025-06-03T07:51:08.198374658Z Jun 03 07:51:08.03 DEBUG response: [{'sender': '0xBb385f0Dacbf5d2677DaE4f859130e4d5d30546E', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2025-06-03T07:51:08.198629531Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 915.076μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:21
bundler-1         | 2025-06-03T07:51:08.200371532Z Jun 03 07:51:08.03 DEBUG request: ('eth_sendUserOperation', [{'sender': '0xBb385f0Dacbf5d2677DaE4f859130e4d5d30546E', 'nonce': '0x0', 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000002', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x10c388d00', 'maxPriorityFeePerGas': '0x35a4e900', 'signature': '0x'}, '0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 22)
bundler-1         | 2025-06-03T07:51:08.319991371Z Jun 03 07:51:08.03 WARNING 172.18.0.1 "POST /rpc" done in 119.568ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:22 - error code:-32602 - error message:invalid UserOperation struct/fields
bundler-1         | 2025-06-03T07:51:08.322049157Z Jun 03 07:51:08.03 DEBUG request: ('debug_bundler_dumpMempool', ['0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 23)
bundler-1         | 2025-06-03T07:51:08.322663643Z Jun 03 07:51:08.03 DEBUG response: [{'sender': '0xBb385f0Dacbf5d2677DaE4f859130e4d5d30546E', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2025-06-03T07:51:08.322953771Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 936.186μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:23
bundler-1         | 2025-06-03T07:51:08.325768616Z Jun 03 07:51:08.03 DEBUG request: ('debug_bundler_clearState', [], 24)
bundler-1         | 2025-06-03T07:51:08.326304997Z Jun 03 07:51:08.03 DEBUG response: ok
bundler-1         | 2025-06-03T07:51:08.326503120Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 785.646μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:24
bundler-1         | 2025-06-03T07:51:08.328104754Z Jun 03 07:51:08.03 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 25)
bundler-1         | 2025-06-03T07:51:08.328627769Z Jun 03 07:51:08.03 DEBUG response: OK
bundler-1         | 2025-06-03T07:51:08.328855629Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 776.909μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:25
bundler-1         | 2025-06-03T07:51:08.366338764Z Jun 03 07:51:08.03 DEBUG request: ('eth_sendUserOperation', [{'sender': '0xd75C0Ae1d1cA51dc2fC77a47a2841417D04DE8B0', 'nonce': '0x0', 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'signature': '0x'}, '0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 26)
bundler-1         | 2025-06-03T07:51:08.485552396Z Jun 03 07:51:08.03 DEBUG response: 0x66a37003348995465b1e882110ff174e4fed1a3a0e91baf3e721c5e34e2af4e5
bundler-1         | 2025-06-03T07:51:08.485837751Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 119.518ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:26
bundler-1         | 2025-06-03T07:51:08.487951801Z Jun 03 07:51:08.03 DEBUG request: ('debug_bundler_dumpMempool', ['0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 27)
bundler-1         | 2025-06-03T07:51:08.488566588Z Jun 03 07:51:08.03 DEBUG response: [{'sender': '0xd75C0Ae1d1cA51dc2fC77a47a2841417D04DE8B0', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2025-06-03T07:51:08.488854420Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 932.279μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:27
bundler-1         | 2025-06-03T07:51:08.490620757Z Jun 03 07:51:08.03 DEBUG request: ('eth_sendUserOperation', [{'sender': '0xd75C0Ae1d1cA51dc2fC77a47a2841417D04DE8B0', 'nonce': '0x0', 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000002', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x144d86680', 'maxPriorityFeePerGas': '0x40f81480', 'signature': '0x'}, '0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 28)
bundler-1         | 2025-06-03T07:51:08.607898854Z Jun 03 07:51:08.03 WARNING 172.18.0.1 "POST /rpc" done in 117.222ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:28 - error code:-32602 - error message:invalid UserOperation struct/fields
bundler-1         | 2025-06-03T07:51:08.609954384Z Jun 03 07:51:08.03 DEBUG request: ('debug_bundler_dumpMempool', ['0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108'], 29)
bundler-1         | 2025-06-03T07:51:08.610551908Z Jun 03 07:51:08.03 DEBUG response: [{'sender': '0xd75C0Ae1d1cA51dc2fC77a47a2841417D04DE8B0', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x61a80', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2025-06-03T07:51:08.610825777Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 889.55μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:29
bundler-1         | 2025-06-03T07:51:08.613626483Z Jun 03 07:51:08.03 DEBUG request: ('debug_bundler_clearState', [], 30)
bundler-1         | 2025-06-03T07:51:08.614161812Z Jun 03 07:51:08.03 DEBUG response: ok
bundler-1         | 2025-06-03T07:51:08.614388157Z Jun 03 07:51:08.03 INFO 172.18.0.1 "POST /rpc" done in 770.227μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:30
