Attaching to bundler-test-executor_bundler-waiter_1, bundler-test-executor_bundler_1, bundler-test-executor_deployer_1, bundler-test-executor_funder_1, geth-1.13
[36mbundler-waiter_1  |[0m 2024-04-24T13:58:02.524970616Z "0x539"
[33mbundler_1         |[0m 2024-04-24T13:58:04.129405257Z {"level":"DEBUG","time":1713967084121,"pid":1,"hostname":"30f5d40f0dad","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.129421357Z {"level":"DEBUG","time":1713967084122,"pid":1,"hostname":"30f5d40f0dad","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.129427839Z {"level":"DEBUG","time":1713967084125,"pid":1,"hostname":"30f5d40f0dad","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.251457806Z {"level":"DEBUG","time":1713967084251,"pid":1,"hostname":"30f5d40f0dad","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.257656977Z {"level":"DEBUG","time":1713967084257,"pid":1,"hostname":"30f5d40f0dad","sender":"0x4516968E755B665a8675FE166159003697a74eBf","nonce":"0x0","userOpHash":"0xb540f3175f8b0834755b6bccadd8cc0ac37431b79a89bc379004862f29040f81","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.260782892Z {"level":"DEBUG","time":1713967084260,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.261540363Z {"level":"DEBUG","time":1713967084260,"pid":1,"hostname":"30f5d40f0dad","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.261553227Z {"level":"DEBUG","time":1713967084260,"pid":1,"hostname":"30f5d40f0dad","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.261559198Z {"level":"DEBUG","time":1713967084260,"pid":1,"hostname":"30f5d40f0dad","entryCount":{"0x4516968e755b665a8675fe166159003697a74ebf":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.261563576Z {"level":"DEBUG","time":1713967084260,"pid":1,"hostname":"30f5d40f0dad","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.263565191Z {"level":"DEBUG","time":1713967084263,"pid":1,"hostname":"30f5d40f0dad","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.268154516Z {"level":"DEBUG","time":1713967084263,"pid":1,"hostname":"30f5d40f0dad","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.268168161Z {"level":"DEBUG","time":1713967084263,"pid":1,"hostname":"30f5d40f0dad","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.268175715Z {"level":"DEBUG","time":1713967084264,"pid":1,"hostname":"30f5d40f0dad","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.385972161Z {"level":"DEBUG","time":1713967084385,"pid":1,"hostname":"30f5d40f0dad","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.390927728Z {"level":"ERROR","time":1713967084390,"pid":1,"hostname":"30f5d40f0dad","error":"Replacement UserOperation must have higher maxFeePerGas (old=5000000000 new=5000000000) ","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.393858112Z {"level":"DEBUG","time":1713967084393,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.394443963Z {"level":"DEBUG","time":1713967084393,"pid":1,"hostname":"30f5d40f0dad","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.394456556Z {"level":"DEBUG","time":1713967084393,"pid":1,"hostname":"30f5d40f0dad","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.394463680Z {"level":"DEBUG","time":1713967084393,"pid":1,"hostname":"30f5d40f0dad","entryCount":{"0x4516968e755b665a8675fe166159003697a74ebf":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.394481943Z {"level":"DEBUG","time":1713967084393,"pid":1,"hostname":"30f5d40f0dad","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.402268470Z {"level":"DEBUG","time":1713967084402,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.425368317Z {"level":"DEBUG","time":1713967084425,"pid":1,"hostname":"30f5d40f0dad","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.430150480Z {"level":"DEBUG","time":1713967084425,"pid":1,"hostname":"30f5d40f0dad","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.430165508Z {"level":"DEBUG","time":1713967084425,"pid":1,"hostname":"30f5d40f0dad","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.430171980Z {"level":"DEBUG","time":1713967084426,"pid":1,"hostname":"30f5d40f0dad","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.543118363Z {"level":"DEBUG","time":1713967084542,"pid":1,"hostname":"30f5d40f0dad","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.546649426Z {"level":"DEBUG","time":1713967084546,"pid":1,"hostname":"30f5d40f0dad","sender":"0x8382Dc7270E71e1cFe59D70D0b583C237ee13Dc2","nonce":"0x0","userOpHash":"0x5cd1169580bd31fef78e0282fc6952713dbcb467b70a67c3e72e8532744d0aa6","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.549806764Z {"level":"DEBUG","time":1713967084549,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.550348156Z {"level":"DEBUG","time":1713967084549,"pid":1,"hostname":"30f5d40f0dad","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.550360940Z {"level":"DEBUG","time":1713967084549,"pid":1,"hostname":"30f5d40f0dad","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.550366279Z {"level":"DEBUG","time":1713967084549,"pid":1,"hostname":"30f5d40f0dad","entryCount":{"0x8382dc7270e71e1cfe59d70d0b583c237ee13dc2":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.550370487Z {"level":"DEBUG","time":1713967084549,"pid":1,"hostname":"30f5d40f0dad","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.552663052Z {"level":"DEBUG","time":1713967084552,"pid":1,"hostname":"30f5d40f0dad","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.555277538Z {"level":"DEBUG","time":1713967084552,"pid":1,"hostname":"30f5d40f0dad","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.555291544Z {"level":"DEBUG","time":1713967084552,"pid":1,"hostname":"30f5d40f0dad","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.555302204Z {"level":"DEBUG","time":1713967084553,"pid":1,"hostname":"30f5d40f0dad","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.669127076Z {"level":"DEBUG","time":1713967084668,"pid":1,"hostname":"30f5d40f0dad","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.672665488Z {"level":"ERROR","time":1713967084672,"pid":1,"hostname":"30f5d40f0dad","error":"Replacement UserOperation must have higher maxPriorityFeePerGas (old=1000000000 new=1000000000) ","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.675709381Z {"level":"DEBUG","time":1713967084675,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.676140187Z {"level":"DEBUG","time":1713967084675,"pid":1,"hostname":"30f5d40f0dad","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.676153131Z {"level":"DEBUG","time":1713967084675,"pid":1,"hostname":"30f5d40f0dad","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.676160134Z {"level":"DEBUG","time":1713967084675,"pid":1,"hostname":"30f5d40f0dad","entryCount":{"0x8382dc7270e71e1cfe59d70d0b583c237ee13dc2":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.676167037Z {"level":"DEBUG","time":1713967084675,"pid":1,"hostname":"30f5d40f0dad","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.679387382Z {"level":"DEBUG","time":1713967084679,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.701300937Z {"level":"DEBUG","time":1713967084701,"pid":1,"hostname":"30f5d40f0dad","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.704069618Z {"level":"DEBUG","time":1713967084701,"pid":1,"hostname":"30f5d40f0dad","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.704084395Z {"level":"DEBUG","time":1713967084701,"pid":1,"hostname":"30f5d40f0dad","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.704091258Z {"level":"DEBUG","time":1713967084701,"pid":1,"hostname":"30f5d40f0dad","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.821670991Z {"level":"DEBUG","time":1713967084821,"pid":1,"hostname":"30f5d40f0dad","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.826210476Z {"level":"DEBUG","time":1713967084826,"pid":1,"hostname":"30f5d40f0dad","sender":"0x16607AF4A41f2d56E5a03E2383C420AC53947EE3","nonce":"0x0","userOpHash":"0x6a022be17edf4f6cf7857617c841a2c0c1bb7415a8ba9b8ba8ad7b361a50850f","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.829637642Z {"level":"DEBUG","time":1713967084829,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.830286874Z {"level":"DEBUG","time":1713967084829,"pid":1,"hostname":"30f5d40f0dad","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.830299918Z {"level":"DEBUG","time":1713967084829,"pid":1,"hostname":"30f5d40f0dad","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.830306651Z {"level":"DEBUG","time":1713967084829,"pid":1,"hostname":"30f5d40f0dad","entryCount":{"0x16607af4a41f2d56e5a03e2383c420ac53947ee3":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.830313534Z {"level":"DEBUG","time":1713967084829,"pid":1,"hostname":"30f5d40f0dad","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.832812703Z {"level":"DEBUG","time":1713967084832,"pid":1,"hostname":"30f5d40f0dad","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.835846651Z {"level":"DEBUG","time":1713967084832,"pid":1,"hostname":"30f5d40f0dad","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.835873030Z {"level":"DEBUG","time":1713967084832,"pid":1,"hostname":"30f5d40f0dad","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.835880484Z {"level":"DEBUG","time":1713967084833,"pid":1,"hostname":"30f5d40f0dad","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.953378538Z {"level":"DEBUG","time":1713967084953,"pid":1,"hostname":"30f5d40f0dad","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.957380555Z {"level":"ERROR","time":1713967084957,"pid":1,"hostname":"30f5d40f0dad","error":"Replacement UserOperation must have higher maxPriorityFeePerGas (old=1000000000 new=1000000000) ","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.960410275Z {"level":"DEBUG","time":1713967084960,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.960841311Z {"level":"DEBUG","time":1713967084960,"pid":1,"hostname":"30f5d40f0dad","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.960854826Z {"level":"DEBUG","time":1713967084960,"pid":1,"hostname":"30f5d40f0dad","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.960862130Z {"level":"DEBUG","time":1713967084960,"pid":1,"hostname":"30f5d40f0dad","entryCount":{"0x16607af4a41f2d56e5a03e2383c420ac53947ee3":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.960880534Z {"level":"DEBUG","time":1713967084960,"pid":1,"hostname":"30f5d40f0dad","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.964191804Z {"level":"DEBUG","time":1713967084964,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.985859707Z {"level":"DEBUG","time":1713967084985,"pid":1,"hostname":"30f5d40f0dad","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.988951016Z {"level":"DEBUG","time":1713967084985,"pid":1,"hostname":"30f5d40f0dad","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.988965954Z {"level":"DEBUG","time":1713967084986,"pid":1,"hostname":"30f5d40f0dad","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:04.988973548Z {"level":"DEBUG","time":1713967084986,"pid":1,"hostname":"30f5d40f0dad","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.104358480Z {"level":"DEBUG","time":1713967085104,"pid":1,"hostname":"30f5d40f0dad","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.106647066Z {"level":"DEBUG","time":1713967085106,"pid":1,"hostname":"30f5d40f0dad","sender":"0x43da2e547Fa1ddD30537B42B6d66cFd4132dEEFD","nonce":"0x0","userOpHash":"0x0b17dd9157cb21d29bcef1bbd7909091d4bbe148ffe932c91d58cc4eac596032","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.109702375Z {"level":"DEBUG","time":1713967085109,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.110403910Z {"level":"DEBUG","time":1713967085109,"pid":1,"hostname":"30f5d40f0dad","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.110416944Z {"level":"DEBUG","time":1713967085109,"pid":1,"hostname":"30f5d40f0dad","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.110423757Z {"level":"DEBUG","time":1713967085109,"pid":1,"hostname":"30f5d40f0dad","entryCount":{"0x43da2e547fa1ddd30537b42b6d66cfd4132deefd":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.110429738Z {"level":"DEBUG","time":1713967085109,"pid":1,"hostname":"30f5d40f0dad","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.112527293Z {"level":"DEBUG","time":1713967085112,"pid":1,"hostname":"30f5d40f0dad","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.115284620Z {"level":"DEBUG","time":1713967085112,"pid":1,"hostname":"30f5d40f0dad","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.115296803Z {"level":"DEBUG","time":1713967085112,"pid":1,"hostname":"30f5d40f0dad","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.115303165Z {"level":"DEBUG","time":1713967085113,"pid":1,"hostname":"30f5d40f0dad","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.228749638Z {"level":"DEBUG","time":1713967085228,"pid":1,"hostname":"30f5d40f0dad","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.233172181Z {"level":"ERROR","time":1713967085233,"pid":1,"hostname":"30f5d40f0dad","error":"Replacement UserOperation must have higher maxPriorityFeePerGas (old=1000000000 new=900000000) ","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.236269337Z {"level":"DEBUG","time":1713967085236,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.236751795Z {"level":"DEBUG","time":1713967085236,"pid":1,"hostname":"30f5d40f0dad","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.236763567Z {"level":"DEBUG","time":1713967085236,"pid":1,"hostname":"30f5d40f0dad","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.236770390Z {"level":"DEBUG","time":1713967085236,"pid":1,"hostname":"30f5d40f0dad","entryCount":{"0x43da2e547fa1ddd30537b42b6d66cfd4132deefd":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.236777272Z {"level":"DEBUG","time":1713967085236,"pid":1,"hostname":"30f5d40f0dad","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.240833839Z {"level":"DEBUG","time":1713967085240,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.262011770Z {"level":"DEBUG","time":1713967085261,"pid":1,"hostname":"30f5d40f0dad","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.264983324Z {"level":"DEBUG","time":1713967085261,"pid":1,"hostname":"30f5d40f0dad","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.265014973Z {"level":"DEBUG","time":1713967085262,"pid":1,"hostname":"30f5d40f0dad","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.265023349Z {"level":"DEBUG","time":1713967085262,"pid":1,"hostname":"30f5d40f0dad","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.379365933Z {"level":"DEBUG","time":1713967085379,"pid":1,"hostname":"30f5d40f0dad","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.383037208Z {"level":"DEBUG","time":1713967085382,"pid":1,"hostname":"30f5d40f0dad","sender":"0xb654c06dD56F4e7D815bEaFE12dF7EA5316e8b0F","nonce":"0x0","userOpHash":"0x8965a3499018bde89a0f9e804c993287dfd911327494ae867050876f5646abe5","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.385982272Z {"level":"DEBUG","time":1713967085385,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.386386474Z {"level":"DEBUG","time":1713967085385,"pid":1,"hostname":"30f5d40f0dad","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.386401903Z {"level":"DEBUG","time":1713967085385,"pid":1,"hostname":"30f5d40f0dad","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.386409447Z {"level":"DEBUG","time":1713967085385,"pid":1,"hostname":"30f5d40f0dad","entryCount":{"0xb654c06dd56f4e7d815beafe12df7ea5316e8b0f":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.386416300Z {"level":"DEBUG","time":1713967085385,"pid":1,"hostname":"30f5d40f0dad","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.388649982Z {"level":"DEBUG","time":1713967085388,"pid":1,"hostname":"30f5d40f0dad","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.391114695Z {"level":"DEBUG","time":1713967085388,"pid":1,"hostname":"30f5d40f0dad","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.391129653Z {"level":"DEBUG","time":1713967085388,"pid":1,"hostname":"30f5d40f0dad","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.391137187Z {"level":"DEBUG","time":1713967085389,"pid":1,"hostname":"30f5d40f0dad","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.504818977Z {"level":"DEBUG","time":1713967085504,"pid":1,"hostname":"30f5d40f0dad","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.508197193Z {"level":"ERROR","time":1713967085508,"pid":1,"hostname":"30f5d40f0dad","error":"Replacement UserOperation must have higher maxPriorityFeePerGas (old=1000000000 new=1090000000) ","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.510891713Z {"level":"DEBUG","time":1713967085510,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.511278710Z {"level":"DEBUG","time":1713967085510,"pid":1,"hostname":"30f5d40f0dad","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.511301723Z {"level":"DEBUG","time":1713967085510,"pid":1,"hostname":"30f5d40f0dad","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.511307093Z {"level":"DEBUG","time":1713967085510,"pid":1,"hostname":"30f5d40f0dad","entryCount":{"0xb654c06dd56f4e7d815beafe12df7ea5316e8b0f":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.511311381Z {"level":"DEBUG","time":1713967085510,"pid":1,"hostname":"30f5d40f0dad","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.514391112Z {"level":"DEBUG","time":1713967085514,"pid":1,"hostname":"30f5d40f0dad","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.538075415Z {"level":"DEBUG","time":1713967085537,"pid":1,"hostname":"30f5d40f0dad","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.541085439Z {"level":"DEBUG","time":1713967085537,"pid":1,"hostname":"30f5d40f0dad","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.541098223Z {"level":"DEBUG","time":1713967085538,"pid":1,"hostname":"30f5d40f0dad","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.541104855Z {"level":"DEBUG","time":1713967085538,"pid":1,"hostname":"30f5d40f0dad","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-04-24T13:58:05.655009610Z {"level":"DEBUG","time":1713967085654,"pid":1,"hostname":"30f5d40f0dad","msg":"UserOp passed validation"}
