geth-1.14         | 2024-10-20T14:49:45.292806051Z ERROR[10-20|14:49:45.292] Head block is not reachable
deployer-1        | 2024-10-20T14:49:46.097149931Z Deploying entrypoint at 0x0000000071727De22E5E9d8BAf0edAc6f37da032
bundler-1         | 2024-10-20T14:50:02.803490233Z Oct 20 14:50:02.20 DEBUG response: [{'sender': '0xD2B512f641F2F8Ee6feF648fE74698029f2eE363', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2024-10-20T14:50:02.803726927Z Oct 20 14:50:02.20 INFO 172.25.0.1 "POST /rpc" done in 891.041μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:11
bundler-1         | 2024-10-20T14:50:02.806646611Z Oct 20 14:50:02.20 DEBUG request: ('debug_bundler_clearState', [], 12)
bundler-1         | 2024-10-20T14:50:02.807129261Z Oct 20 14:50:02.20 DEBUG response: ok
bundler-1         | 2024-10-20T14:50:02.807367034Z Oct 20 14:50:02.20 INFO 172.25.0.1 "POST /rpc" done in 790.965μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:12
bundler-1         | 2024-10-20T14:50:02.809057844Z Oct 20 14:50:02.20 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 13)
bundler-1         | 2024-10-20T14:50:02.809546755Z Oct 20 14:50:02.20 DEBUG response: OK
bundler-1         | 2024-10-20T14:50:02.809769924Z Oct 20 14:50:02.20 INFO 172.25.0.1 "POST /rpc" done in 784.473μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:13
bundler-1         | 2024-10-20T14:50:02.848177888Z Oct 20 14:50:02.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x910aBC0af0f930650e9e9f4C9D4f01FC2E44c7CC', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'signature': '0x', 'paymaster': None, 'paymasterData': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 14)
bundler-1         | 2024-10-20T14:50:02.923635564Z Oct 20 14:50:02.20 DEBUG response: 0x91366324c9f0f06c1bac83cd4c66a8e4b817c8fa7d6a06ab0374d017180ae79f
bundler-1         | 2024-10-20T14:50:02.923891832Z Oct 20 14:50:02.20 INFO 172.25.0.1 "POST /rpc" done in 75.876ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:14
bundler-1         | 2024-10-20T14:50:02.926110807Z Oct 20 14:50:02.20 DEBUG request: ('debug_bundler_dumpMempool', ['0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 15)
bundler-1         | 2024-10-20T14:50:02.926634583Z Oct 20 14:50:02.20 DEBUG response: [{'sender': '0x910aBC0af0f930650e9e9f4C9D4f01FC2E44c7CC', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2024-10-20T14:50:02.926897195Z Oct 20 14:50:02.20 INFO 172.25.0.1 "POST /rpc" done in 882.415μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:15
bundler-1         | 2024-10-20T14:50:02.928696450Z Oct 20 14:50:02.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x910aBC0af0f930650e9e9f4C9D4f01FC2E44c7CC', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000002', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'signature': '0x', 'paymaster': None, 'paymasterData': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 16)
bundler-1         | 2024-10-20T14:50:03.002740847Z Oct 20 14:50:03.20 WARNING 172.25.0.1 "POST /rpc" done in 74.079ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:16 - error code:-32602 - error message:invalid UserOperation struct/fields
bundler-1         | 2024-10-20T14:50:03.004928013Z Oct 20 14:50:03.20 DEBUG request: ('debug_bundler_dumpMempool', ['0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 17)
bundler-1         | 2024-10-20T14:50:03.005464335Z Oct 20 14:50:03.20 DEBUG response: [{'sender': '0x910aBC0af0f930650e9e9f4C9D4f01FC2E44c7CC', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2024-10-20T14:50:03.005716535Z Oct 20 14:50:03.20 INFO 172.25.0.1 "POST /rpc" done in 887.575μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:17
bundler-1         | 2024-10-20T14:50:03.008648281Z Oct 20 14:50:03.20 DEBUG request: ('debug_bundler_clearState', [], 18)
bundler-1         | 2024-10-20T14:50:03.009144456Z Oct 20 14:50:03.20 DEBUG response: ok
bundler-1         | 2024-10-20T14:50:03.009377160Z Oct 20 14:50:03.20 INFO 172.25.0.1 "POST /rpc" done in 822.594μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:18
bundler-1         | 2024-10-20T14:50:03.011080365Z Oct 20 14:50:03.20 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 19)
bundler-1         | 2024-10-20T14:50:03.011562554Z Oct 20 14:50:03.20 DEBUG response: OK
bundler-1         | 2024-10-20T14:50:03.011809414Z Oct 20 14:50:03.20 INFO 172.25.0.1 "POST /rpc" done in 802.176μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:19
bundler-1         | 2024-10-20T14:50:03.050775981Z Oct 20 14:50:03.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0xF26b68ABD84404Ce28847F06DAd69E37FFdF51Dd', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'signature': '0x', 'paymaster': None, 'paymasterData': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 20)
bundler-1         | 2024-10-20T14:50:03.125291721Z Oct 20 14:50:03.20 DEBUG response: 0x6174a4a18f34c41c8ba4de4e949f6504e2d98dd974c8b57e65b8cb9c2ac36a6e
bundler-1         | 2024-10-20T14:50:03.125562272Z Oct 20 14:50:03.20 INFO 172.25.0.1 "POST /rpc" done in 74.97ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:20
bundler-1         | 2024-10-20T14:50:03.127948942Z Oct 20 14:50:03.20 DEBUG request: ('debug_bundler_dumpMempool', ['0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 21)
bundler-1         | 2024-10-20T14:50:03.128516502Z Oct 20 14:50:03.20 DEBUG response: [{'sender': '0xF26b68ABD84404Ce28847F06DAd69E37FFdF51Dd', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2024-10-20T14:50:03.128783057Z Oct 20 14:50:03.20 INFO 172.25.0.1 "POST /rpc" done in 963.807μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:21
bundler-1         | 2024-10-20T14:50:03.130620636Z Oct 20 14:50:03.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0xF26b68ABD84404Ce28847F06DAd69E37FFdF51Dd', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000002', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x10c388d00', 'maxPriorityFeePerGas': '0x35a4e900', 'signature': '0x', 'paymaster': None, 'paymasterData': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 22)
bundler-1         | 2024-10-20T14:50:03.204925568Z Oct 20 14:50:03.20 WARNING 172.25.0.1 "POST /rpc" done in 74.326ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:22 - error code:-32602 - error message:invalid UserOperation struct/fields
bundler-1         | 2024-10-20T14:50:03.207264508Z Oct 20 14:50:03.20 DEBUG request: ('debug_bundler_dumpMempool', ['0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 23)
bundler-1         | 2024-10-20T14:50:03.207811939Z Oct 20 14:50:03.20 DEBUG response: [{'sender': '0xF26b68ABD84404Ce28847F06DAd69E37FFdF51Dd', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2024-10-20T14:50:03.208049324Z Oct 20 14:50:03.20 INFO 172.25.0.1 "POST /rpc" done in 902.492μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:23
bundler-1         | 2024-10-20T14:50:03.211045416Z Oct 20 14:50:03.20 DEBUG request: ('debug_bundler_clearState', [], 24)
bundler-1         | 2024-10-20T14:50:03.211628233Z Oct 20 14:50:03.20 DEBUG response: ok
bundler-1         | 2024-10-20T14:50:03.211904359Z Oct 20 14:50:03.20 INFO 172.25.0.1 "POST /rpc" done in 947.406μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:24
bundler-1         | 2024-10-20T14:50:03.213597074Z Oct 20 14:50:03.20 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 25)
bundler-1         | 2024-10-20T14:50:03.214085023Z Oct 20 14:50:03.20 DEBUG response: OK
funder-1          | 2024-10-20T14:49:45.215797087Z - Error #0: error sending request for url (http://eth-node:8545/)
funder-1          | 2024-10-20T14:49:45.215809871Z - Error #1: client error (Connect)
funder-1          | 2024-10-20T14:49:45.215837422Z - Error #2: tcp connect error: Connection refused (os error 111)
funder-1          | 2024-10-20T14:49:45.215894910Z - Error #3: Connection refused (os error 111)
funder-1          | 2024-10-20T14:49:45.218109458Z FATAL: unable to find a funder account: no FUND_PRIVATEKEY and no accounts[0] in node
funder-1          | 2024-10-20T14:49:45.609950401Z funded: 0x43378ff8C70109Ee4Dbe85aF34428ab0615EBd23
bundler-1         | 2024-10-20T14:50:03.214313994Z Oct 20 14:50:03.20 INFO 172.25.0.1 "POST /rpc" done in 793.249μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:25
bundler-1         | 2024-10-20T14:50:03.252993628Z Oct 20 14:50:03.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x8cc0913BF4E7B8386acbB75825DC3280a72B3833', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'signature': '0x', 'paymaster': None, 'paymasterData': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 26)
bundler-1         | 2024-10-20T14:50:03.327990472Z Oct 20 14:50:03.20 DEBUG response: 0x3ce9729cd2b72df86ddd3ccaa963c0df47797d7331eedfe6ede85d97df0fed1b
bundler-1         | 2024-10-20T14:50:03.328229007Z Oct 20 14:50:03.20 INFO 172.25.0.1 "POST /rpc" done in 75.389ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:26
bundler-1         | 2024-10-20T14:50:03.330460828Z Oct 20 14:50:03.20 DEBUG request: ('debug_bundler_dumpMempool', ['0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 27)
bundler-1         | 2024-10-20T14:50:03.330991417Z Oct 20 14:50:03.20 DEBUG response: [{'sender': '0x8cc0913BF4E7B8386acbB75825DC3280a72B3833', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000001', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x12a05f200', 'maxPriorityFeePerGas': '0x3b9aca00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2024-10-20T14:50:03.331252671Z Oct 20 14:50:03.20 INFO 172.25.0.1 "POST /rpc" done in 874.601μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:27
bundler-1         | 2024-10-20T14:50:03.333050546Z Oct 20 14:50:03.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x8cc0913BF4E7B8386acbB75825DC3280a72B3833', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xa9e966b70000000000000000000000000000000000000000000000000000000000000002', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0x144d86680', 'maxPriorityFeePerGas': '0x40f81480', 'signature': '0x', 'paymaster': None, 'paymasterData': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 28)
bundler-1         | 2024-10-20T14:50:03.406125174Z Oct 20 14:50:03.20 WARNING 172.25.0.1 "POST /rpc" done in 73.092ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:28 - error code:-32602 - error message:invalid UserOperation struct/fields
bundler-1         | 2024-10-20T14:50:03.408315368Z Oct 20 14:50:03.20 DEBUG request: ('debug_bundler_dumpMempool', ['0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 29)
